"","Statute","Type","Degree","Desc"
"2177","409.920(2)(F)","F","3","MEDICAID FRAUD/SUBMIT FALSE INFORMATION"
"2178","409.9201(2)(A)","F","3","MEDICAID FRAUD/SELL LEG DRG PD BY MEDICAID/<20K"
"2179","409.9201(2)(B)","F","2","MEDICAID FRAUD/SELL LEG DRG PD BY MEDCD/>20K<100K"
"2180","409.9201(2)(C)","F","1","MEDICAID FRAUD/SELL DRG PD BY MEDICAID/>100K"
"2181","409.9201(3)(A)","F","3","MEDICAID FRAUD/PURCH MEDICAID DRUG/<20K"
"2182","409.9201(3)(B)","F","2","MEDICAID FRAUD/PURCH MEDICAID DRUG/>20K<100K"
"2183","409.9201(3)(C)","F","1","MEDICAID FRAUD/PURCH MEDICAID DRUG/>100K"
"2184","409.9201(4)(A)","F","3","MEDICAID FRAUD/FALSE INFO/GOODS/SERVICES/<20K"
"2185","409.9201(4)(B)","F","2","MEDICAID FRAUD/FALSE INFO/GOODS/SERVICES/>20K<100K"
"2186","409.9201(4)(C)","F","1","MEDICAID FRAUD/FALSE INFO/GOODS/SERVICES/>100K"
"2187","413.012","M","2","INVADE PRIVACY DISCLOSE CONFID VOCATIONAL REHABILI"
"2188","413.021","M","2","FRAUD DISTRIBUTE PRODUCT AS MADE BY BLIND WO CERTI"
"2189","413.031","M","2","EMBEZZLE ST PURCHASING AGENT BUY NON CERTIFIED PRO"
"2190","413.061","M","2","PUBLIC ORDER CRIMES SOLICIT FUNDS FOR BLIND WITHOU"
"2191","413.062","M","2","PUBLIC ORDER CRIMES FAIL FILE APPLICATION SOLICIT"
"2192","413.08","M","2","HANDICAPPED RIGHTS VIOLATION"
"2193","413.08(7)","M","2","CIVIL RIGHTS PUBLIC EMPLOYER DISCRIMINATE AGAINST"
"2194","413.081(1)","M","2","PUBLIC ORDER CRIMES INTERFERE W USE OF GUIDE SERVI"
"2195","413.081(2)","M","1","PUBLIC ORDER CRIMES RECKLESS KILL INJURE GUIDE SER"
"2196","413.081(3)","F","3","PUBLIC ORDER CRIMES INTEND KILL INJURE GUIDE SERVI"
"2197","413.341","M","2","INVADE PRIVACY VIOL APPLICANT CLIENT RECORD CONFID"
"2198","414.39(1)(A)","F","3","PUBLIC ASSISTANCE FRAUD/MISREPRESENTATION/200+"
"2199","414.39(1)A","F","3","PUBLIC ASSISTANCE FRAUD/MISREPRESENTATION/200+"
"2200","414.39(1)(A)","M","1","PUBLIC ASSISTANCE FRAUD/MISREPRESENT/UNDER 200"
"2201","414.39(1)(B)","F","3","PUBLIC ASSISTANCE FRAUD/DISCLOSE CHANGE/200+"
"2202","414.39(1)(B)","M","1","PUBLIC ASSISTANCE FRAUD/DISCLOSE CHANGE/-200"
"2203","414.39(1)(C)","F","3","PUBLIC ASSISTANCE FRAUD/AIDS & ABETS/$200+"
"2204","414.39(2)","F","3","PUBLIC ASSISTANCE FRAUD/POSSESS/FORGE/ALTER/200+"
"2205","414.39(2)","M","1","PUBLIC ASSISTANCE FRAUD/POSSESS/FORGE/ALTER/-200"
"2206","414.39(3)","F","3","PUBLIC ASSISTANCE FRAUD/OFFICIAL/$200.00+"
"2207","414.39(4)(A)","F","3","PUBLIC ASSISTANCE FRAUD/FALSE CLAIM/200+/12MONS"
"2208","414.39(4)A","M","1","FRAUD FALSE PUBLIC ASSISTANCE CLAIM UNDER 200 DOLS"
"2209","414.39(6)","M","1","FRAUD FAIL NOTIFY DEP OF PYMT FROM PUB ASSIST RECI"
"2210","415.111(1)","M","2","ELDERLY ABUSE/FAILURE TO REPORT"
"2211","415.111(2)","M","2","INVADE PRIVACY DISCLOSE CONFIDENTIAL INFO FROM ABU"
"2212","415.111(3)","M","2","ELDERLY ABUSE/REFUSE ACCESS TO RECORDS"
"2213","415.111(5)","F","3","ELDERLY ABUSE/FALSE REPORT"
"2214","420.509","F","3","BRIBE PAY FEE FOR SALE OF GEN HOUSING REVENUE BOND"
"2215","421.101","M","2","FALSE REPRESENTATION TO OBTAIN LOWER RENT"
"2216","429.08(1)","F","3","ASSISTED LIVING FACILITY/OPERATE W/O LICENSE"
"2217","429.08(1)(B)","F","3","PUBLIC ORDER CRIMES OWN OPERATE ASSISTED LIVING FA"
"2218","429.08(1)(C)","F","2","PUBLIC ORDER CRIMES OWN OPER ASSIST LIVING FACIL W"
"2219","429.08(1)(D)","F","3","ASSISTED LIVING FACILITY/FAIL/CEASE OPERATION/LIC"
"2220","429.27(6)(A)1","M","1","EMBEZZLE WITHHOLD RESIDENT PERSONAL FUNDS OR PROPE"
"2221","429.27(6)(A)2","M","1","EMBEZZLE BORROW PLEDGE RESIDENT PERSONAL FUNDS"
"2222","429.27(6)(B)","F","3","ASSISTED LIVING FACILITY/MISUSE RESIDENTS FUNDS"
"2223","435.11(1)(A)","M","1","FRAUD MISREP FAIL DISCLOSE INFO ON EMP APP"
"2224","435.11(1)(B)","M","1","INVADE PRIVACY USE RELEASE INFO FOR OTHER THAN SCR"
"2225","435.11(2)","F","3","JUVENILE RECORDS/USE ILLEGALLY"
"2226","440.10(1)(G)","F","2","WORKMENS COMP/FAIL TO OBTAIN WORK COMP POLICY"
"2227","440.105(2)(A)1","M","1","PUBLIC ORDER CRIMES COERCE EMPL TO OBT CERTIF OF W"
"2228","440.105(2)(A)2","M","1","PUBLIC ORDER CRIMES FIRE/NOT HIRE EMP/APP BC FILED"
"2229","440.105(2)(A)3","M","1","PUBLIC ORDER CRIMES ADVER EMP ACTION BC REP VIOL O"
"2230","440.105(2)(B)","M","1","PUBLIC ORDER CRIMES INS CO CANCEL INS BC EMP FILED"
"2231","440.105(3)(A)","M","1","PUBLIC ORDER CRIMES FAIL UPDATE APP POST NOT RE WO"
"2232","440.105(3)(B)","M","1","PUBLIC ORDER CRIMES EMPLOYER HIRE EMPLOYEE WHO USE"
"2233","440.105(3)(C)","M","1","PUBLIC ORDER CRIMES ATTY OTHERS RECEIVE UNAPPROVED"
"2234","440.105(4)(A)1","F","1","WORKMENS COMP/FALSE STATEMENT/100K>"
"2235","440.105(4)(A)1","F","2","WORKMENS COMP/FALSE STATEMENT/20K><100K"
"2236","440.105(4)(A)1","F","3","WORKMANS COMPENSATION/FALSE STATEMENT"
"2237","440.105(4)(A)2","F","1","WORKMENS COMP/EMPLE PAY EMPLR CONTRIB/100K>"
"2238","440.105(4)(A)2","F","2","WORKMENS COMP/EMPLE PAY EMPR CONTRIB/20K><100K"
"2239","440.105(4)(A)2","F","3","WORKMENS COMP/EMPLE PAY EMPLR CONTRIB CLM/<20K"
"2240","440.105(4)(A)3","M","1","WORKMENS COMP/FAILURE TO SECURE PAYMENT/ATTEMPT"
"2241","440.105(4)(A)3","F","1","WORKMENS COM/FAIL TO SECURE/100K>"
"2242","440.105(4)(A)3","F","2","WORKMENS COMP/FAIL TO SECURE PAYMENT/20K><100K"
"2243","440.105(4)(A)3","F","3","WORKMANS COMPENSATION/FAILURE TO SECURE PAYMENT"
"2244","440.105(4)(B)","F","1","WORKMANS COMP/MISREP/FALSE/MISLEADING/100K"
"2245","440.105(4)(B)","F","2","WORKMANS COMP/MISREP/FALSE/MISLEAD/20K><100K"
"2246","440.105(4)(B)","F","3","WORKMANS COMP/MISREP/FALSE/MISLEAD/<20K"
"2247","440.105(4)(B)","F","2","WORKMANS COMP/MISREP/FALSE/MISLEADING/100K/CON"
"2248","440.105(4)(B)","M","1","WORKMANS COMP/MISREP/FALSE/MISLEAD/<20K/ATTEMPT"
"2249","440.105(4)(B)8","F","1","WORKMENS COMP/VIOL STOP WORK ORDER/100K>"
"2250","440.105(4)(B)8","F","2","WORKMENS COMP/VIOL STOP WORK ORDER/20K><100K"
"2251","440.105(4)(B)8","F","3","WORKMENS COMP/VIOL STOP WORK ORDER/<20K"
"2252","440.1050(4)(B)9","F","1","WORKMENS COMP/USE FALSE ID FOR CLAIM/100K>"
"2253","440.105(4)(B)9","F","2","WORKMENS COMP/USE FALSE ID FOR CLAIM/20K><100K"
"2254","440.105(4)(B)9","F","3","WORKERS' COMPENSATION/FALSE STATEMENT"
"2255","440.105(4)(C)","F","1","WORKMENS COMP/PHYS ASSIST FRAUD CLAIM/100K>"
"2256","440.105(4)(C)","F","2","WORKMENS COMP/PHYS ASSIST FRAUD CLAIM/20K><100K"
"2257","440.105(4)(C)","F","3","WORKMENS COMP/PHYS ASSIST/FRAUD CLAIM/<20K"
"2258","440.105(4)(D)","F","1","WORKMENS COMP/HOSPITAL ALLOW FRAUD CLAIM/100K>"
"2259","440.105(4)(D)","F","2","WORKMENS COMP/HOSP ALLOW FRAUD CLAIM/20K><100K"
"2260","440.105(4)(D)","F","3","WORKMENS COMP/HOSPITAL ALLOW FRAUD CLAIM/<20K"
"2261","440.105(4)(E)","F","3","FRAUD ATTY OTHER AST VIOL W/C LAW CLM LESS 20K DOL"
"2262","440.105(5)","F","2","PUBLIC ORDER CRIMES ATTORNEY OR OTHER SOLICIT WORK"
"2263","440.1051(3)","F","3","MAKING FALSE REPORT OF WORK COMP FRAUD/RETALIAT FA"
"2264","440.13","M","2","MEDICAL SERVICE, SUPPLIES VIOLATION"
"2265","440.381(2)","F","2","FRAUD SUBMIT MISLEADING WORK COMP APPLICATION"
"2266","443.041(1)","M","2","EMBEZZLE REQ WAGE DEDUCTIONS TO PAY UNEMPLOYMENT C"
"2267","443.041(2)(D)","M","2","GRATUITY RECV PAY FOR SRVC RENDERED UNEMPLOYMENT C"
"2268","443.071(1)","F","3","UNEMPLOYMENT COMPENSATION FRAUD"
"2269","443.071(2)","F","3","UNEMPLOYMENT COMPENSATION FRAUD/EMPLOYING UNIT"
"2270","443.071(3)","M","2","PUBLIC ORDER CRIMES FAIL SUBMIT REPORT MAKE PAYMEN"
"2271","443.071(4)","F","3","FRAUD CREATE FICTITIOUS EMPLOYMENT SCHEME"
"2272","443.071(4)","M","2","UNEMPLOYMENT COMPENSATION VIOLATION"
"2273","443.171(5)","M","2","INVADE PRIVACY DISCLOSE CONFID UNEMPLOYMENT COMP R"
"2274","443.171(7)","M","2","UNEMPLOYMENT COMPENSATION/REFUSE TO OBEY SUBPOENA"
"2275","443.1715(1)","M","2","INVADE PRIVACY DISCLOSE CONFID UNEMPLOYMENT ID INF"
"2276","447.04(2)(A)","M","2","BUSINESS AGENTS LICENSE/PERMIT VIOLATION"
"2277","447.05","M","2","INITIATION FEE LIMIT VIOLATION"
"2278","447.09(10)","M","2","PUBLIC ORDER CRIMES STOP WORK RE UNION DISPUTE GRI"
"2279","447.09(11)","M","2","INTIMIDATION EMPLOYEE REGARDING RIGHT NOT TO ORGAN"
"2280","447.09(12)","M","2","ASSEMBLY-UNLAWFUL PICKET BEYOND LABOR DISPUTE AREA"
"2281","447.09(13)","M","2","LABOR DISPUTE/UNLAWFUL ACTS"
"2282","447.09(14)","M","2","FRAUD SOLICIT AD IN NAME OF LBR UNION WO PERMISSIO"
"2283","447.09(15)","M","2","FRAUD PUBLICATION REPRESENT LABOR UNION WO CONTRAC"
"2284","447.09(2)","M","2","LABOR ORGANIZATION/ELECTION VIOLATION"
"2285","447.09(3)","M","2","PUBLIC ORDER CRIMES STRIKE WALKOUT STOP WORK WITHO"
"2286","447.09(4)","M","2","PUBLIC ORDER CRIMES CONDUCT ELECTION WITHOUT SECRE"
"2287","447.09(5)","M","2","LABOR ORGANIZATION/UNAUTHORIZED DUES"
"2288","447.09(6)","M","2","LABOR ORGANIZATION/BUSINESS AGENT VIOLATION"
"2289","447.09(7)","M","2","LABOR ORGANIZATION/UNLAWFUL SOLICITATION"
"2290","447.09(8)","M","2","FRAUD-FALSE STATEMENT LICENSE APPLICATION"
"2291","447.09(9)","M","2","LABOR ORGANIZATION/UNLAWFUL ACTS DURING A DISPUTE"
"2292","447.14","M","2","PUBLIC ORDER CRIMES VIOLATE LABOR ORGANIZATION ACT"
"2293","448.03","M","1","EXTORT THREATEN TO DISCHARGE EMPLOYEE"
"2294","448.04","M","2","EXTORT OFFICER OR AGENCY THREAT TO DISCHARGE EMPLO"
"2295","448.045","M","1","INTIMIDATION UNLAWFUL CONSPIRACY AGAINST HIRING OR"
"2296","448.05","M","2","HEALTH-SAFETY FAIL TO FURNISH SEATS TO STORE EMPLO"
"2297","448.09","M","2","IMMIGRATION EMPLOY RECRUIT REFER ILLEGAL ALIEN/PC"
"2298","448.09","N","0","IMMIGRATION EMPLOY RECRUIT REFER ILLEGAL ALIEN"
"2299","450.132","M","2","HEALTH-SAFETY ENDANGER CHILD EMP BY ENTERTAIN. IND"
"2300","450.141","M","2","HEALTH-SAFETY EMPLOY MINOR CHILD IN VIOLATION OF L"
"2301","450.151","F","2","CHILD/HIRE/EMPLOY/INFLICT PAIN OR SUFFERING"
"2302","452.05","M","2","PUBLIC ORDER CRIMES VIOL REGS RE EMPLOYMENT BONDS"
"2303","454.23","F","3","LAW/PRACTICE WITHOUT A LICENSE"
"2304","454.31","F","3","LAW/PRACTICE WHILE DISBARRED OR SUSPENDED"
"2305","454.32","F","3","LAW/AID/ASSIST DISBARRED/SUSPENDED ATTORNEY"
"2306","455.2175","F","3","THEFT OF EXAMINATION"
"2307","455.227(1)(H)","F","3","PROFESSIONAL LICENSE/OBTAIN FRAUDULENTLY"
"2308","455.2275","F","3","PROFESSIONAL LICENSE/FALSE INFORMATION"
"2309","455.232","M","1","INVADE PRIVACY DISCLOSE CONFID PROFESSIONAL REGS M"
"2310","456.065(2)(D)C","F","3","HEALTH CARE PROFESSION/PRACT W/O LICENSE/CONSPIRE"
"2311","456.065(2(D)1","F","3","HEALTH CARE PROFESSION/PRACTICE W/O LICENSE"
"2312","456.065(2)(D)2","F","3","HEALTH CARE PROFESSION/LIC/SERIOUS INJ/ATTEMPT"
"2313","456.065(2)(D)2","F","2","HEALTH CARE PROFESSIONAL/UNLICENSED/SERIOUS INJURY"
"2314","456.065(2)(D)3","F","3","HEALTH CARE PROF/INACTIVE/DEL LIC/12 MOS OR MORE"
"2315","456.065(2)(D)3","M","1","HEALTH CARE PROF/INACTVE/DELQUENT LIC/UP TO 12 MOS"
"2316","456.067","F","3","FRAUD-FALSE STATEMENT ON APP HEALTH CARE LIC"
"2317","456.082","M","1","INVADE PRIVACY DISCLOSE CONF INFO BY PERS UNDER CO"
"2318","456.33","M","2","HYPNOSIS/UNLAWFUL PRACTICE"
"2319","457.116(1)(A)","M","2","ACUPUNCTURE/PRACTICE WITHOUT LICENSE"
"2320","457.116(1)(B)","M","2","FRAUD-IMPERSON MISREP SELF AS LIC ACUPUNCTURIST"
"2321","457.116(1)(C)","M","2","FRAUD-IMPERSON USE ACUPUNCTURIST LIC OF ANOTHER"
"2322","457.116(1)(E)","M","2","HEALTH-SAFETY USE SUSP RVKD INACTIVE DELINQ LICENS"
"2323","457.116(1)(F)","M","2","HEALTH-SAFETY EMPLOY NON CERTIFIED ACUPUNCTURIST"
"2324","457.116(1)(G)","M","2","PUBLIC ORDER CRIMES CONCEAL INFO RE ACUPUNCTURIST"
"2325","458.327(1)(A)","F","3","MEDICINE/PRACTICE WITHOUT A LICENSE"
"2326","458.327(1)(B)","F","3","HEALTH-SAFETY USE SUSPENDED OR REVOKED MEDICAL LIC"
"2327","458.327(1)(C)","F","3","HEALTH-SAFETY OBTAIN MEDICAL LIC BY MISREPRESENTAT"
"2328","458.327(1)(D)","F","3","HEALTH-SAFETY OBTAIN MEDICAL POSITION BY MISREPRES"
"2329","458.327(1)(E)","F","3","MED/PRACTICE/NONREGISTERED PAIN MGMT CLINIC"
"2330","458.327(2)(A)","M","1","HEALTH-SAFETY CONCEAL VIOLATION OF MEDICAL LICENSE"
"2331","458.327(2)(B)","M","1","HEALTH-SAFETY MAKE FALSE OATH RE MEDICAL LICENSE L"
"2332","458.327(2)(C)","M","1","HEALTH-SAFETY REFER PATIENT WO REQUIRED NOTICE"
"2333","458.327(2)(D)","M","1","MEDICINE/MISREPRESENT/LICENSE"
"2334","458.327(2)(E)","M","1","HEALTH-SAFETY PRACTICE MEDICINE W INACTIVE DELINQ"
"2335","458.327(2)(F)","M","1","MED/PRACTICE/NONREGISTERED PAIN MGMT CLIN/CONT SUB"
"2336","458.345","M","1","HEALTH-SAFETY EMPLOY UNLICENSED MEDICAL PERSONNEL"
"2337","458.347","F","3","HEALTH-SAFETY NON CERTIFIED PHYSICIANS ASSISTANT"
"2338","458.347(11)","F","3","PHYSICIAN ASSISTANT/PRACTICE W/O LICENSE"
"2339","458.3475(8)","F","3","HEALTH-SAFETY PRETEND TO BE ANESTHESIOLOGIST ASSIS"
"2340","459.013(1)(A)","F","3","HEALTH-SAFETY PRACTICE OSTEOPATHIC MEDICINE WO ACT"
"2341","459.013(1)(B)","F","3","HEALTH-SAFETY PRACTICE BEYOND SCOPE OSTEOPATHIC LI"
"2342","459.013(1)(C)","F","3","HEALTH-SAFETY OBTAIN OSTEOPATHIC LIC BY MISREPRESE"
"2343","459.013(1)(D)","F","3","HEALTH-SAFETY OBTAIN OSTEOPATHIC POSITION BY MISRE"
"2344","459.013(1)(E)","F","3","HEALTH-SAFETY OWN OPERATE NONREGISTERED PAIN CLINI"
"2345","459.013(2)(A)","M","1","HEALTH-SAFETY CONCEAL VIOLATION OSTEOPATHIC LIC LA"
"2346","459.013(2)(B)","M","1","HEALTH-SAFETY MAKE FALSE OATH OSTEOPATHIC LIC LAW"
"2347","459.013(2)(C)","M","1","HEALTH-SAFETY OSTEOPATHIC RESIDENT/INTERN WO VALID"
"2348","459.013(2)(D)","M","1","HEALTH-SAFETY PRESCRIBE DISPENSE CONTROL SUB NONRE"
"2349","459.013(3)(A)","M","2","HEALTH-SAFETY FALSIFY PATIENT CARE TREATMENT RECOR"
"2350","459.013(3)(B)","M","2","HEALTH-SAFETY REFER PATIENT WO REQUIRED NOTICE"
"2351","459.013(3)(C)","M","2","HEALTH-SAFETY ILLEGAL BONUS KICKBACK FEE ARRANGEME"
"2352","459.021(5)(A)","M","1","HEALTH-SAFETY HIRE OSTEOPATHIC INTERN OR RESIDENT"
"2353","459.021(5)(B)","M","1","HEALTH-SAFETY HOSPITAL FAIL TO FURNISH INTERN RESI"
"2354","459.022","F","3","FRAUD-IMPERSON CERTIFIED OSTEOPATHIC PHYSICIANS AS"
"2355","459.023(8)","F","3","HEALTH-SAFETY PRETEND TO BE ANESTHESIOLOGIST ASSIS"
"2356","460.411(2)(B)","M","1","PERJURY MAKE FALSE OATH CHIROPRACTIC LICENSE"
"2357","460.411(1)","F","3","CHIROPRACTIC LICENSE VIOLATION"
"2358","460.411(1)(B)","F","3","HEALTH-SAFETY USE SUSPENDED REVOKED CHIROPRACTIC L"
"2359","460.411(2)(A)","M","1","FRAUD SELL FRAUDULENTLY OBTAINED CHIROPRACTIC LIC"
"2360","460.411(2)(C)","M","1","FRAUD-IMPERSON USE TITLE CHIROPRACTIC PHYSICIAN WO"
"2361","460.411(2)(D)","M","1","CHIROPRACTIC MEDICINE/VIOLATION"
"2362","460.4165","F","3","HEALTH-SAFETY NON CERTIFIED CHIROPRACTIC PHYSICIAN"
"2363","460.4167(5)","F","3","HEALTH-SAFETY ILLEGAL HIRE CONDUCT OF CHIROPRACTIC"
"2364","461.012(1)(B)","F","3","FRAUD ADVRT PEDIATRIC SRVC WO LIC OR FRAUD OBT LIC"
"2365","461.012(1)(C)","F","3","HEALTH-SAFETY USE SUSPENDED OR REVOKED PODIATRY LI"
"2366","461.012(2)(A)","M","1","FRAUD SELL FRAUDULENTLY OBT PODIATRY DIPLOMA OR LI"
"2367","461.012(2)(B)","M","1","PERJURY MAKE FALSE OATH REGARDING PODIATRY LICENSE"
"2368","461.012(2)(C)","M","1","FRAUD-IMPERSON UNLAW USE TITLE OF PODIATRIST ETC"
"2369","461.012(2)(D)","M","1","PUBLIC ORDER CRIMES CONCEAL INFORMATION RE PODIATR"
"2370","461.014","M","1","HEALTH-SAFETY VIOLATE PODIATRIC PRESCRIPTION LAW"
"2371","462.17","F","3","NATUROPATHY/UNLAWFUL PRACTICE"
"2372","462.17(1)","F","3","FRAUD SELL FRAUDULENTLY OBTAINED NATUROPATHIC LIC"
"2373","462.17(2)","F","3","HEALTH-SAFETY PRACTICE NATUROPATHY WITHOUT LICENSE"
"2374","462.17(3)","F","3","FRAUD-IMPERSON ADVERTISE NATUROPATHIC UNDER FALSE"
"2375","462.17(4)","F","3","FRAUD-IMPERSON NATUROPATHIC PRACTITIONER"
"2376","462.17(5)","F","3","FRAUD-IMPERSON UNLAWFUL USE OF TITLE NATUROPATHIC"
"2377","462.17(6)","F","3","HEALTH-SAFETY PRACTICE NATUROPATHY W SUSP OR REVOK"
"2378","463.015(1)","F","3","OPTOMETRY/PRACTICE WITHOUT A LICENSE"
"2379","463.015","F","3","HEALTH-SAFETY PRACTICE OPTOMETRY WITHOUT ACTIVE LI"
"2380","463.015(1)(B)","F","3","FRAUD OBTAIN OPTOMETRY LICENSE BY FALSE MISREP"
"2381","463.015(1)(C)","F","3","HEALTH-SAFETY USE SUSPENDED REVOKED OPTOMETRIST LI"
"2382","463.015(2)A","M","2","FRAUD-IMPERSON USE OF TITLE OPTOMETRIST OR DR OF O"
"2383","463.015(2)(B)","M","2","OPTOMETRIST/EMPLOY UNLICENSED"
"2384","463.015(2)(C)","M","2","PUBLIC ORDER CRIMES CONCEAL INFORMATION OF OPTOMET"
"2385","463.015(2)(D)","M","2","PERJURY MAKE FALSE OATH REGARDING OPTOMETRY LICENS"
"2386","464.015(1)","M","1","FRAUD-IMPERSON USE TITLE REGISTERED NURSE WITHOUT"
"2387","464.015(2)","M","1","FRAUD-IMPERSON USE TITLE LICENSED PRACTICAL NURSE"
"2388","464.015(3)","M","1","FRAUD-IMPERSON USE TITLE GRADUATE NURSE"
"2389","464.015(4)","M","1","FRAUD-IMPERSON USE TITLE GRADUATE PRACTICAL NURSE"
"2390","464.015(5)","M","1","FRAUD-IMPERSON USE TITLE CLINICAL NURSE SPECIALIST"
"2391","464.015(6)","M","1","FRAUD-IMPERSON USE TITLE CERTIF REGIST NURSE ANEST"
"2392","464.015(7)","M","1","FRAUD-IMPERSON USE TITLE CERTIFIED NURSE MIDWIFE"
"2393","464.015(8)","M","1","FRAUD-IMPERSON USE TITLE ADVANCED PRACTICE REG NUR"
"2394","464.015(9)","M","1","FRAUD-IMPERSON USE TITLE PRACTICE REGISTERED CERTI"
"2395","464.016(1)(A)","F","3","NURSING/UNLAWFUL PRACTICE"
"2396","464.016(1)(B)","F","3","HEALTH-SAFETY USE SUSPENDED REVOKED NURSING CERTIF"
"2397","464.016(1)(C)","F","3","HEALTH-SAFETY EMPLOY UNLICENSED NURSE"
"2398","464.016(1)(D)","F","3","NURSING/OBTAIN LICENSE BY MISREPRESENTATION"
"2399","464.016(2)(A)","M","1","NURSING/USE TITLE WITHOUT A LICENSE"
"2400","464.016(2)(B)","M","1","NURSING/CONCEAL INFORMATION RELATING TO"
"2401","464.019(7)(B)","M","1","INVADE PRIVACY PROGRAM DIRECTOR DISCLOSE CONFID IN"
"2402","464.207","M","1","FRAUD-FALSE STATEMENT FALSE STATEMENT APP NURSING"
"2403","464.015(1)(A)","M","1","HEALTH-SAFETY OWN OPERATE NON REGISTERED PHARMACY"
"2404","465.015(1)(B)","M","1","PHARMACY/OPERATE WITHOUT A LICENSE"
"2405","465.015(2)(A)","F","3","FRAUD-FALSE STATEMENT ON APPLICATION FOR LICENSED"
"2406","465.015(2)(B)","F","3","DRUGS/DISPENSE WITHOUT A LICENSE"
"2407","465.015(2)(C)","F","3","DRUGS/SELL WITHOUT A PRESCRIPTION"
"2408","465.015(2)(D)","F","3","DRUGS/SELL, DISBURSE SAMPLE"
"2409","465.015(3)","M","1","FAILURE TO REPORT/PHARMACIST"
"2410","465.0161","F","2","DRUGS/INTERNET PHARMACY/DISTRIBUTE W/O PERMIT"
"2411","465.0276","F","3","HEALTH-SAFETY DISPENSE MORE 72-HOUR CONTROL SUB PA"
"2412","465.186","M","1","DRUGS-HEALTH OR SAFETY ORDERING DISPENSING MEDICIN"
"2413","466.021","M","2","HEALTH-SAFETY FAIL TO KEEP DENTAL SCRIPT ACCURATE"
"2414","466.026(1)","F","3","DENTISTRY/PROHIBITED ACTS"
"2415","466.026(1)(A)","F","3","DENTISTRY/PRACTICE WITHOUT A LICENSE"
"2416","466.026(1)(B)","F","3","HEALTH-SAFETY USE ATT TO USE SUSP REVOKED DENTAL H"
"2417","466.026(1)(C)","F","3","HEALTH-SAFETY EMPLOY PERSON DENTAL DUTIES OUTSIDE"
"2418","466.026(1)(E)","F","3","FRAUD SELL OR BUY DIPLOMA OR LIC OF DENTAL HYGIENI"
"2419","466.026(2)(B)","M","1","FRAUD-IMPERSON USE TITLE DENTAL HYGIENIST RDH WITH"
"2420","466.026(2)(C)","M","1","FRAUD-IMPERSON PRESENT DENTAL HYGIENIST LICENSE OF"
"2421","466.026(2)(D)","M","1","PUBLIC ORDER CRIMES CONCEAL INFORMATION DENTAL HYG"
"2422","466.026(2)(E)","M","1","HEALTH-SAFETY PERFORM DENTAL ASSIST SRVC OUTSIDE L"
"2423","466.0285","F","3","PROPRIETORSHIP BY NON-DENTIST"
"2424","466.0285(2)","F","3","HEALTH-SAFETY NON DENTIST INFLU INTRF W TREATMENT"
"2425","466.039","M","2","DENTAL LAB/OPERATE W/O A LICENSE"
"2426","467.201(1)","F","3","MIDWIFERY/PRACTICE WITHOUT AN ACTIVE LICENSE"
"2427","467.201(2)","F","3","HEALTH-SAFETY USE ATTEMPT TO USE SUSP REVOKED MIDW"
"2428","467.201(3)","F","3","HEALTH-SAFETY STUDENT MIDWIFE PRACT WO PHYSICIAN L"
"2429","467.201(4)","F","3","HEALTH-SAFETY LET STUDENT MIDWIFE PRACT WO PHYSICI"
"2430","467.201(6)","F","3","FRAUD-IMPERSON USE TITLE OF LICENSED MIDWIFE WITHO"
"2431","467.201(7)","F","3","PUBLIC ORDER CRIMES CONCEAL INFORMATION RE MIDWIFE"
"2432","468.1285(1)(A)","M","2","HEALTH-SAFETY PRACT SPEECH PATHOLOGY AUDIOLOGY/LIC"
"2433","468.1285(1)(B)","M","2","FRAUD-IMPERSON USE TITLE SPEECH THERAPIST ETC WO L"
"2434","468.1285(1)(C)","M","2","FRAUD-IMPERSON USE TITLE AUDIO ETC WO LIC"
"2435","468.1285(1)(D)","M","2","FRAUD-IMPERSON PRESENT SPEECH PATH AUDIO LIC OF AN"
"2436","468.1285(1)(E)","M","2","HEALTH-SAFETY USE SUSP RVKD SPEECH PATH AUDIO LIC"
"2437","468.1285(1)(F)","M","2","FRAUD GIVE FALSE INFO TO BOARD OR MEMBER"
"2438","468.1285(1)(G)","M","2","HEALTH-SAFETY EMPLOY UNLIC SPEECH PATH AUDIO"
"2439","468.1285(1)(H)","M","2","FRAUD SELL OBT SPEECH PATH AUDIO LIC DIPLOMA"
"2440","468.1285(1)(I)","M","2","HEALTH-SAFETY CONCEAL INFO SPEECH PATH AUDIO VIOL"
"2441","468.1745(1)(A)","M","2","HEALTH-SAFETY PRACTICE AS NURSING HOME ADMINISTRAT"
"2442","468.1745(1)(B)","M","2","FRAUD-IMPERSON USE TITLE NURSING HOME ADMINISTRATO"
"2443","468.1745(1)(C)","M","2","FRAUD-IMPERSON PRESENT NURSING HOME ADMIN LICENSE"
"2444","468.1745(1)(E)","M","2","HEALTH-SAFETY USE SUSPENDED REVOKED NURSING HOME A"
"2445","468.1745(1)(F)","M","2","HEALTH-SAFETY EMPLOY UNLICENSED NURSING HOME ADMIN"
"2446","468.1745(1)(G)","M","2","PUBLIC ORDER CRIMES CONCEAL INFO NURSING HOME ADMI"
"2447","468.207","M","2","OCCUPATIONAL THERAPY/UNLAWFUL PRACTICE"
"2448","468.223(1)(A)","M","2","HEALTH-SAFETY PRACTICE OCCUPATIONAL THERAPY WO LIC"
